Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
13890.0,10,4,1043.57,5,4,4,544,Loyal Customers
13891.0,14,3,863.5600000000001,5,3,3,533,Others
13892.0,113,2,634.68,2,2,3,223,At Risk
13895.0,151,2,1415.45,2,2,4,224,Big Spenders
13896.0,261,1,388.55,1,1,2,112,At Risk
13897.0,74,2,849.56,2,2,3,223,At Risk
13898.0,47,1,530.47,3,1,3,313,Others
13900.0,25,3,869.64,4,3,3,433,Others
13901.0,10,10,2809.14,5,5,5,555,Champions
13902.0,268,5,34095.26,1,4,5,145,Big Spenders
13903.0,36,1,165.45000000000002,4,1,1,411,Others
13905.0,368,1,312.65,1,1,2,112,At Risk
13906.0,45,1,42.0,3,1,1,311,Others
13907.0,327,1,136.8,1,1,1,111,At Risk
13909.0,59,2,286.6,3,2,2,322,Others
13911.0,15,11,1654.08,5,5,4,554,Loyal Customers
13912.0,59,1,124.95,3,1,1,311,Others
13913.0,142,1,42.22,2,1,1,211,At Risk
13915.0,30,1,70.80000000000001,4,1,1,411,Others
13916.0,99,4,1275.81,2,4,4,244,Big Spenders
13919.0,60,2,975.87,3,2,3,323,Others
13920.0,67,4,1774.68,3,4,4,344,Big Spenders
13921.0,38,4,730.7,3,4,3,343,Others
13922.0,73,2,692.95,2,2,3,223,At Risk
13927.0,73,1,359.27,2,1,2,212,At Risk
13929.0,52,9,2651.45,3,5,5,355,Big Spenders
13931.0,28,9,4019.85,4,5,5,455,Loyal Customers
13935.0,232,3,6116.92,1,3,5,135,Big Spenders
13936.0,18,2,563.08,4,2,3,423,Others
13937.0,38,1,721.28,3,1,3,313,Others
13939.0,67,4,992.41,3,4,4,344,Big Spenders
13941.0,8,11,6009.34,5,5,5,555,Champions
13942.0,170,1,320.0,2,1,2,212,At Risk
13943.0,213,1,246.54,1,1,1,111,At Risk
13944.0,289,1,200.43,1,1,1,111,At Risk
13945.0,30,2,854.15,4,2,3,423,Others
13946.0,12,3,1314.66,5,3,4,534,Big Spenders
13948.0,47,3,446.76,3,3,2,332,Others
13952.0,16,12,9572.45,4,5,5,455,Loyal Customers
13953.0,45,5,3125.0,3,4,5,345,Big Spenders
13955.0,11,1,222.21,5,1,1,511,Others
13957.0,53,3,458.25,3,3,2,332,Others
13958.0,15,8,4709.2300000000005,5,5,5,555,Champions
13959.0,35,3,477.98,4,3,2,432,Others
13961.0,28,1,538.4,4,1,3,413,Others
13962.0,71,1,193.25,3,1,1,311,Others
13963.0,3,14,2347.33,5,5,5,555,Champions
13964.0,23,2,438.9,4,2,2,422,Others
13965.0,112,3,996.61,2,3,4,234,Big Spenders
13966.0,71,1,390.86,3,1,2,312,Others
13967.0,32,1,85.6,4,1,1,411,Others
13968.0,59,1,123.66,3,1,1,311,Others
13969.0,1,18,4311.93,5,5,5,555,Champions
13970.0,22,2,846.55,4,2,3,423,Others
13971.0,59,6,1909.31,3,4,4,344,Big Spenders
13974.0,218,1,264.13,1,1,2,112,At Risk
13975.0,29,6,2832.56,4,4,5,445,Loyal Customers
13976.0,142,3,834.38,2,3,3,233,Others
13977.0,47,1,519.8100000000001,3,1,3,313,Others
13979.0,29,6,2546.36,4,4,5,445,Loyal Customers
13980.0,75,4,599.78,2,4,3,243,Others
13981.0,51,1,331.14,3,1,2,312,Others
13982.0,1,6,2573.7799999999997,5,4,5,545,Loyal Customers
13983.0,2,10,4505.02,5,5,5,555,Champions
13984.0,2,8,1128.09,5,5,4,554,Loyal Customers
13985.0,10,7,2960.73,5,5,5,555,Champions
13987.0,15,2,682.54,5,2,3,523,Others
13988.0,19,2,609.84,4,2,3,423,Others
13989.0,100,3,759.98,2,3,3,233,Others
13992.0,16,2,142.7,4,2,1,421,Others
13993.0,15,10,3309.35,5,5,5,555,Champions
13995.0,15,9,2508.32,5,5,5,555,Champions
13996.0,22,2,895.76,4,2,3,423,Others
13997.0,155,3,382.31,2,3,2,232,Others
13998.0,82,3,566.7,2,3,3,233,Others
13999.0,10,17,5600.45,5,5,5,555,Champions
14000.0,50,4,1410.68,3,4,4,344,Big Spenders
14001.0,9,7,2487.01,5,5,5,555,Champions
14003.0,368,1,209.41,1,1,1,111,At Risk
14004.0,29,4,1675.81,4,4,4,444,Loyal Customers
14006.0,164,4,1234.48,2,4,4,244,Big Spenders
14007.0,148,1,79.48,2,1,1,211,At Risk
14008.0,68,1,509.04,3,1,3,313,Others
14009.0,98,1,404.3,2,1,2,212,At Risk
14010.0,201,2,445.15,1,2,2,122,At Risk
14011.0,116,2,457.82,2,2,2,222,At Risk
14013.0,16,2,611.5500000000001,4,2,3,423,Others
14014.0,12,2,1443.03,5,2,4,524,Big Spenders
14016.0,32,7,7062.2,4,5,5,455,Loyal Customers
14017.0,207,1,229.75,1,1,1,111,At Risk
14018.0,281,1,367.15000000000003,1,1,2,112,At Risk
14020.0,112,2,606.21,2,2,3,223,At Risk
14021.0,10,4,1084.68,5,4,4,544,Loyal Customers
14022.0,122,1,352.15000000000003,2,1,2,212,At Risk
14024.0,26,1,318.04,4,1,2,412,Others
14025.0,100,8,4057.9,2,5,5,255,Big Spenders
14026.0,106,2,713.11,2,2,3,223,At Risk
14028.0,186,3,10396.5,1,3,5,135,Big Spenders
14030.0,2,14,5902.2,5,5,5,555,Champions
14031.0,1,27,23712.31,5,5,5,555,Champions
14032.0,2,6,1874.68,5,4,4,544,Loyal Customers
14033.0,191,1,109.44,1,1,1,111,At Risk
14035.0,42,4,1428.7,3,4,4,344,Big Spenders
14037.0,114,4,689.75,2,4,3,243,Others
14038.0,33,2,1509.5,4,2,4,424,Big Spenders
14039.0,211,1,115.08000000000001,1,1,1,111,At Risk
14040.0,22,23,9030.65,4,5,5,455,Loyal Customers
14042.0,361,1,431.98,1,1,2,112,At Risk
14043.0,127,2,304.25,2,2,2,222,At Risk
14044.0,54,6,2470.28,3,4,5,345,Big Spenders
14045.0,9,13,9653.279999999999,5,5,5,555,Champions
14047.0,8,10,2946.42,5,5,5,555,Champions
14048.0,18,2,338.76,4,2,2,422,Others
14049.0,23,9,7557.3099999999995,4,5,5,455,Loyal Customers
14051.0,2,15,6823.610000000001,5,5,5,555,Champions
14052.0,26,1,255.45,4,1,2,412,Others
14053.0,33,2,312.05,4,2,2,422,Others
14055.0,213,2,795.3199999999999,1,2,3,123,At Risk
14057.0,17,5,2190.88,4,4,5,445,Loyal Customers
14058.0,98,2,469.19,2,2,2,222,At Risk
14060.0,2,13,3378.66,5,5,5,555,Champions
14061.0,143,3,917.4300000000001,2,3,3,233,Others
14062.0,10,12,15139.35,5,5,5,555,Champions
14063.0,74,9,22710.2,2,5,5,255,Big Spenders
14064.0,66,10,1978.68,3,5,4,354,Big Spenders
14065.0,25,3,891.02,4,3,3,433,Others
14068.0,239,3,1262.52,1,3,4,134,Big Spenders
14069.0,150,2,230.06,2,2,1,221,At Risk
14070.0,320,1,326.55,1,1,2,112,At Risk
14072.0,302,1,390.85,1,1,2,112,At Risk
14074.0,259,1,219.39999999999998,1,1,1,111,At Risk
14075.0,39,3,792.61,3,3,3,333,Others
14077.0,31,1,115.66,4,1,1,411,Others
14078.0,9,4,643.26,5,4,3,543,Loyal Customers
14079.0,318,1,243.63,1,1,1,111,At Risk
14080.0,49,4,1070.08,3,4,4,344,Big Spenders
14081.0,5,9,4435.58,5,5,5,555,Champions
14082.0,28,1,231.10999999999999,4,1,1,411,Others
14083.0,7,3,388.83,5,3,2,532,Others
14084.0,148,1,150.5,2,1,1,211,At Risk
14085.0,4,16,5656.43,5,5,5,555,Champions
14086.0,98,1,39.95,2,1,1,211,At Risk
14087.0,40,2,651.8,3,2,3,323,Others
14088.0,42,3,13544.99,3,3,5,335,Big Spenders
14091.0,290,2,9530.08,1,2,5,125,Big Spenders
14092.0,10,10,3152.54,5,5,5,555,Champions
14094.0,75,1,335.22,2,1,2,212,At Risk
14095.0,358,1,2.95,1,1,1,111,At Risk
14097.0,117,2,422.85999999999996,2,2,2,222,At Risk
14099.0,11,9,2661.54,5,5,5,555,Champions
14101.0,24,7,3985.14,4,5,5,455,Loyal Customers
14104.0,25,3,555.37,4,3,3,433,Others
14105.0,44,4,4722.6,3,4,5,345,Big Spenders
14106.0,373,1,214.79999999999998,1,1,1,111,At Risk
14107.0,84,4,2174.07,2,4,5,245,Big Spenders
14108.0,367,2,447.05,1,2,2,122,At Risk
14110.0,71,21,7304.8,3,5,5,355,Big Spenders
14112.0,87,6,2919.44,2,4,5,245,Big Spenders
14113.0,11,12,5252.1900000000005,5,5,5,555,Champions
14114.0,31,5,977.5600000000001,4,4,3,443,Loyal Customers
14115.0,137,2,622.6700000000001,2,2,3,223,At Risk
14118.0,64,1,458.45,3,1,2,312,Others
14119.0,11,2,183.37,5,2,1,521,Others
14122.0,42,3,362.42,3,3,2,332,Others
14123.0,369,1,436.18,1,1,2,112,At Risk
14126.0,80,1,466.33000000000004,2,1,2,212,At Risk
14127.0,16,3,1190.3700000000001,4,3,4,434,Big Spenders
14128.0,187,1,286.71,1,1,2,112,At Risk
14129.0,35,4,1467.48,4,4,4,444,Loyal Customers
14130.0,11,3,1398.81,5,3,4,534,Big Spenders
14131.0,284,1,187.87,1,1,1,111,At Risk
14133.0,369,1,305.5,1,1,2,112,At Risk
14134.0,18,15,11123.35,4,5,5,455,Loyal Customers
14135.0,3,11,4953.61,5,5,5,555,Champions
14136.0,36,5,1570.81,4,4,4,444,Loyal Customers
14137.0,331,1,332.7,1,1,2,112,At Risk
14139.0,126,3,670.98,2,3,3,233,Others
14142.0,9,2,671.34,5,2,3,523,Others
14144.0,122,1,30.599999999999998,2,1,1,211,At Risk
14145.0,95,3,3857.85,2,3,5,235,Big Spenders
14146.0,19,7,5259.3,4,5,5,455,Loyal Customers
14147.0,24,7,2106.8,4,5,4,454,Loyal Customers
14148.0,50,1,309.09000000000003,3,1,2,312,Others
14151.0,309,2,679.45,1,2,3,123,At Risk
14152.0,23,5,1376.05,4,4,4,444,Loyal Customers
14153.0,119,1,233.4,2,1,1,211,At Risk
14154.0,17,6,5115.08,4,4,5,445,Loyal Customers
14156.0,7,102,196566.74,5,5,5,555,Champions
14157.0,25,3,569.9,4,3,3,433,Others
14159.0,15,9,3245.0,5,5,5,555,Champions
14160.0,246,7,8421.47,1,5,5,155,Big Spenders
14161.0,5,5,2208.36,5,4,5,545,Loyal Customers
14163.0,98,1,148.71,2,1,1,211,At Risk
14166.0,141,2,256.85,2,2,2,222,At Risk
14167.0,100,4,721.65,2,4,3,243,Others
14168.0,56,2,370.45,3,2,2,322,Others
14169.0,66,2,624.4300000000001,3,2,3,323,Others
14170.0,11,3,597.33,5,3,3,533,Others
14171.0,366,1,135.0,1,1,1,111,At Risk
14172.0,241,3,402.72,1,3,2,132,Others
14173.0,277,2,135.16,1,2,1,121,At Risk
14175.0,54,5,4456.58,3,4,5,345,Big Spenders
14176.0,3,2,339.11,5,2,2,522,Others
14177.0,17,9,1669.93,4,5,4,454,Loyal Customers
14180.0,8,9,1570.73,5,5,4,554,Loyal Customers
14181.0,46,2,310.55,3,2,2,322,Others
14182.0,79,4,678.77,2,4,3,243,Others
14183.0,47,2,286.29,3,2,2,322,Others
14186.0,63,5,1550.63,3,4,4,344,Big Spenders
14187.0,109,1,123.5,2,1,1,211,At Risk
14189.0,4,2,1160.31,5,2,4,524,Big Spenders
14190.0,302,1,79.9,1,1,1,111,At Risk
14191.0,30,2,132.9,4,2,1,421,Others
14192.0,24,1,293.74,4,1,2,412,Others
14193.0,32,1,356.8,4,1,2,412,Others
14194.0,28,15,7321.07,4,5,5,455,Loyal Customers
14195.0,75,4,1603.6,2,4,4,244,Big Spenders
14197.0,46,1,390.05,3,1,2,312,Others
14198.0,36,5,868.33,4,4,3,443,Loyal Customers
14199.0,59,3,906.3,3,3,3,333,Others
14200.0,253,1,379.2,1,1,2,112,At Risk
14201.0,45,3,446.1,3,3,2,332,Others
14202.0,17,3,847.76,4,3,3,433,Others
14203.0,33,1,339.34,4,1,2,412,Others
14204.0,58,3,901.9300000000001,3,3,3,333,Others
14205.0,30,7,1947.5,4,5,4,454,Loyal Customers
14206.0,24,2,856.85,4,2,3,423,Others
14207.0,323,1,157.8,1,1,1,111,At Risk
14208.0,187,1,415.31,1,1,2,112,At Risk
14209.0,21,9,2919.84,4,5,5,455,Loyal Customers
14210.0,7,11,3955.6800000000003,5,5,5,555,Champions
14211.0,47,9,2161.19,3,5,5,355,Big Spenders
14212.0,81,1,1119.6599999999999,2,1,4,214,Big Spenders
14213.0,40,1,1192.2,3,1,4,314,Big Spenders
14215.0,4,4,1626.61,5,4,4,544,Loyal Customers
14216.0,50,1,310.74,3,1,2,312,Others
14217.0,2,7,1411.91,5,5,4,554,Loyal Customers
14219.0,45,2,543.89,3,2,3,323,Others
14220.0,203,2,882.5999999999999,1,2,3,123,At Risk
14221.0,85,8,3084.69,2,5,5,255,Big Spenders
14224.0,26,5,847.78,4,4,3,443,Loyal Customers
14225.0,70,4,2037.02,3,4,4,344,Big Spenders
14226.0,77,1,770.34,2,1,3,213,At Risk
14227.0,50,5,3017.75,3,4,5,345,Big Spenders
14228.0,73,3,745.5,2,3,3,233,Others
14229.0,39,4,1046.84,3,4,4,344,Big Spenders
14230.0,71,3,979.8000000000001,3,3,3,333,Others
14231.0,86,1,309.91,2,1,2,212,At Risk
14233.0,101,3,1441.55,2,3,4,234,Big Spenders
14235.0,134,4,1573.1299999999999,2,4,4,244,Big Spenders
14236.0,8,4,1253.78,5,4,4,544,Loyal Customers
14237.0,9,2,471.14,5,2,2,522,Others
14238.0,298,2,287.38,1,2,2,122,At Risk
14239.0,67,10,1882.3200000000002,3,5,4,354,Big Spenders
14240.0,59,1,357.15,3,1,2,312,Others
14241.0,332,1,120.0,1,1,1,111,At Risk
14243.0,1,8,4842.28,5,5,5,555,Champions
14244.0,296,1,366.41999999999996,1,1,2,112,At Risk
14247.0,40,4,635.89,3,4,3,343,Others
14248.0,95,2,730.37,2,2,3,223,At Risk
14249.0,46,12,5625.461,3,5,5,355,Big Spenders
14252.0,17,1,350.99,4,1,2,412,Others
14253.0,129,2,363.40000000000003,2,2,2,222,At Risk
14254.0,68,1,601.03,3,1,3,313,Others
14255.0,182,1,1000.63,1,1,4,114,Big Spenders
14256.0,127,3,1504.93,2,3,4,234,Big Spenders
14257.0,16,4,2854.73,4,4,5,445,Loyal Customers
14258.0,31,16,19381.36,4,5,5,455,Loyal Customers
14260.0,107,3,824.28,2,3,3,233,Others
14263.0,59,1,322.93,3,1,2,312,Others
14264.0,15,4,1183.39,5,4,4,544,Loyal Customers
14265.0,100,2,843.17,2,2,3,223,At Risk
14266.0,64,1,40.56,3,1,1,311,Others
14268.0,106,1,354.85,2,1,2,212,At Risk
14269.0,75,1,295.73,2,1,2,212,At Risk
14271.0,45,1,106.81,3,1,1,311,Others
14272.0,198,2,482.85,1,2,2,122,At Risk
14274.0,322,1,256.6,1,1,2,112,At Risk
14275.0,31,6,1189.3799999999999,4,4,4,444,Loyal Customers
14276.0,43,4,982.94,3,4,3,343,Others
14277.0,47,6,13009.61,3,4,5,345,Big Spenders
14278.0,45,1,205.83,3,1,1,311,Others
14279.0,156,2,191.86,2,2,1,221,At Risk
14281.0,44,1,245.15,3,1,1,311,Others
14282.0,3,11,4120.32,5,5,5,555,Champions
14283.0,99,4,628.4399999999999,2,4,3,243,Others
14284.0,289,1,704.4,1,1,3,113,At Risk
14285.0,149,4,1374.41,2,4,4,244,Big Spenders
14286.0,40,4,3851.0099999999998,3,4,5,345,Big Spenders
14290.0,49,3,2201.91,3,3,5,335,Big Spenders
14291.0,16,12,4020.85,4,5,5,455,Loyal Customers
14292.0,46,7,4354.32,3,5,5,355,Big Spenders
14293.0,4,6,2221.37,5,4,5,545,Loyal Customers
14294.0,43,1,375.34,3,1,2,312,Others
14295.0,74,4,2196.71,2,4,5,245,Big Spenders
14296.0,57,2,456.40000000000003,3,2,2,322,Others
14298.0,11,38,39667.19,5,5,5,555,Champions
14299.0,1,19,10533.87,5,5,5,555,Champions
14301.0,52,3,1352.04,3,3,4,334,Big Spenders
14302.0,66,3,742.9000000000001,3,3,3,333,Others
14303.0,43,2,277.94,3,2,2,322,Others
14304.0,15,2,1341.56,5,2,4,524,Big Spenders
14306.0,14,4,1058.0800000000002,5,4,4,544,Loyal Customers
14307.0,9,5,2075.31,5,4,4,544,Loyal Customers
14308.0,185,2,1147.02,1,2,4,124,Big Spenders
14309.0,49,2,1428.28,3,2,4,324,Big Spenders
14310.0,68,1,492.1,3,1,2,312,Others
14311.0,203,1,206.19,1,1,1,111,At Risk
14312.0,14,5,1478.7,5,4,4,544,Loyal Customers
14314.0,66,1,109.80000000000001,3,1,1,311,Others
14315.0,200,2,716.69,1,2,3,123,At Risk
14316.0,58,5,1370.34,3,4,4,344,Big Spenders
14318.0,96,1,158.02,2,1,1,211,At Risk
14319.0,60,1,494.85,3,1,2,312,Others
14320.0,182,3,868.96,1,3,3,133,Others
14321.0,67,2,687.3100000000001,3,2,3,323,Others
14322.0,65,4,474.1,3,4,2,342,Others
14324.0,45,2,701.61,3,2,3,323,Others
14325.0,205,1,245.48000000000002,1,1,1,111,At Risk
14326.0,99,2,757.13,2,2,3,223,At Risk
14327.0,18,5,1583.28,4,4,4,444,Loyal Customers
14328.0,74,1,445.05,2,1,2,212,At Risk
14329.0,11,8,4912.38,5,5,5,555,Champions
14330.0,259,1,200.63,1,1,1,111,At Risk
14332.0,17,2,1077.2,4,2,4,424,Big Spenders
14334.0,61,4,1766.27,3,4,4,344,Big Spenders
14338.0,172,1,339.88,2,1,2,212,At Risk
14339.0,64,1,310.75,3,1,2,312,Others
14341.0,56,10,2285.04,3,5,5,355,Big Spenders
14342.0,68,2,249.88,3,2,1,321,Others
14343.0,57,4,1088.91,3,4,4,344,Big Spenders
14344.0,3,14,2443.77,5,5,5,555,Champions
14346.0,61,3,1294.17,3,3,4,334,Big Spenders
14347.0,372,1,82.6,1,1,1,111,At Risk
14350.0,16,2,689.1,4,2,3,423,Others
14353.0,46,2,285.9,3,2,2,322,Others
14355.0,1,3,840.0500000000001,5,3,3,533,Others
14358.0,25,2,400.06,4,2,2,422,Others
14361.0,214,1,214.70999999999998,1,1,1,111,At Risk
14363.0,38,2,227.47000000000003,3,2,1,321,Others
14365.0,30,2,634.68,4,2,3,423,Others
14366.0,161,1,136.0,2,1,1,211,At Risk
14369.0,278,2,469.13,1,2,2,122,At Risk
14370.0,86,6,1175.78,2,4,4,244,Big Spenders
14372.0,79,2,860.08,2,2,3,223,At Risk
14374.0,177,1,108.0,1,1,1,111,At Risk
14375.0,86,2,875.31,2,2,3,223,At Risk
14376.0,319,1,215.46,1,1,1,111,At Risk
14378.0,257,1,131.25,1,1,1,111,At Risk
14379.0,29,2,920.81,4,2,3,423,Others
14380.0,318,1,48.96,1,1,1,111,At Risk
14381.0,87,1,428.65999999999997,2,1,2,212,At Risk
14382.0,26,1,620.73,4,1,3,413,Others
14384.0,136,1,58.5,2,1,1,211,At Risk
14388.0,8,9,3488.16,5,5,5,555,Champions
14389.0,60,3,854.55,3,3,3,333,Others
14390.0,8,5,1747.01,5,4,4,544,Loyal Customers
14391.0,212,1,135.6,1,1,1,111,At Risk
14392.0,68,1,266.4,3,1,2,312,Others
14394.0,200,1,93.8,1,1,1,111,At Risk
14395.0,8,12,4700.3,5,5,5,555,Champions
14396.0,7,6,1633.94,5,4,4,544,Loyal Customers
14398.0,37,2,707.79,3,2,3,323,Others
14399.0,30,8,2113.16,4,5,4,454,Loyal Customers
14400.0,44,2,1157.77,3,2,4,324,Big Spenders
14401.0,60,9,2744.42,3,5,5,355,Big Spenders
14402.0,288,1,285.6,1,1,2,112,At Risk
14403.0,225,2,404.7,1,2,2,122,At Risk
14404.0,5,8,1424.79,5,5,4,554,Loyal Customers
14405.0,22,1,195.0,4,1,1,411,Others
14408.0,107,4,1503.2400000000002,2,4,4,244,Big Spenders
14409.0,4,5,1696.64,5,4,4,544,Loyal Customers
14410.0,12,2,1546.07,5,2,4,524,Big Spenders
14412.0,60,1,656.16,3,1,3,313,Others
14413.0,46,3,647.67,3,3,3,333,Others
14414.0,10,1,902.35,5,1,3,513,Others
14415.0,15,10,6191.32,5,5,5,555,Champions
14417.0,23,1,604.2,4,1,3,413,Others
14419.0,18,1,202.85,4,1,1,411,Others
14420.0,32,3,1251.65,4,3,4,434,Big Spenders
14421.0,148,4,1656.26,2,4,4,244,Big Spenders
14422.0,10,13,6007.88,5,5,5,555,Champions
14423.0,73,2,651.41,2,2,3,223,At Risk
14425.0,70,3,661.39,3,3,3,333,Others
14426.0,39,7,7246.27,3,5,5,355,Big Spenders
14427.0,130,2,900.1800000000001,2,2,3,223,At Risk
14429.0,39,1,516.28,3,1,3,313,Others
14430.0,147,3,1220.9,2,3,4,234,Big Spenders
14431.0,15,3,2143.84,5,3,4,534,Big Spenders
14433.0,101,1,289.6,2,1,2,212,At Risk
14435.0,137,1,90.42,2,1,1,211,At Risk
14436.0,189,1,182.64000000000001,1,1,1,111,At Risk
14437.0,1,5,895.84,5,4,3,543,Loyal Customers
14439.0,79,4,6781.8,2,4,5,245,Big Spenders
14440.0,1,9,4281.05,5,5,5,555,Champions
14441.0,10,7,2898.8,5,5,5,555,Champions
14442.0,50,5,3777.2,3,4,5,345,Big Spenders
14443.0,4,2,966.27,5,2,3,523,Others
14444.0,92,1,132.04,2,1,1,211,At Risk
14445.0,91,1,221.65,2,1,1,211,At Risk
14446.0,22,1,201.73,4,1,1,411,Others
14447.0,36,1,548.5,4,1,3,413,Others
14449.0,8,5,1575.7,5,4,4,544,Loyal Customers
14450.0,15,4,645.19,5,4,3,543,Loyal Customers
14451.0,25,10,2646.18,4,5,5,455,Loyal Customers
14452.0,31,2,401.15,4,2,2,422,Others
14454.0,12,5,977.3,5,4,3,543,Loyal Customers
14455.0,68,4,628.21,3,4,3,343,Others
14458.0,16,1,237.42,4,1,1,411,Others
14459.0,287,1,3537.821,1,1,5,115,Big Spenders
14460.0,32,6,659.16,4,4,3,443,Loyal Customers
14461.0,18,10,4610.44,4,5,5,455,Loyal Customers
14462.0,68,1,265.99,3,1,2,312,Others
14463.0,135,1,256.95,2,1,2,212,At Risk
14464.0,204,2,111.0,1,2,1,121,At Risk
14465.0,64,8,2887.4100000000003,3,5,5,355,Big Spenders
14466.0,8,7,2374.5,5,5,5,555,Champions
14467.0,25,8,1622.23,4,5,4,454,Loyal Customers
14468.0,369,1,204.24,1,1,1,111,At Risk
14469.0,52,4,2112.21,3,4,4,344,Big Spenders
14470.0,66,1,250.85,3,1,1,311,Others
14471.0,227,2,400.95,1,2,2,122,At Risk
14472.0,325,1,291.38,1,1,2,112,At Risk
14474.0,215,1,730.42,1,1,3,113,At Risk
14475.0,44,1,225.3,3,1,1,311,Others
14477.0,72,3,660.0,2,3,3,233,Others
14478.0,18,4,1276.66,4,4,4,444,Loyal Customers
14479.0,1,3,982.86,5,3,3,533,Others
14480.0,38,3,1020.47,3,3,4,334,Big Spenders
14481.0,43,3,1674.98,3,3,4,334,Big Spenders
14482.0,15,6,2289.76,5,4,5,545,Loyal Customers
14483.0,372,1,120.0,1,1,1,111,At Risk
14484.0,37,3,749.0600000000001,3,3,3,333,Others
14486.0,147,2,175.5,2,2,1,221,At Risk
14487.0,4,2,257.28000000000003,5,2,2,522,Others
14489.0,73,3,1111.55,2,3,4,234,Big Spenders
14490.0,42,2,1273.47,3,2,4,324,Big Spenders
14491.0,8,1,127.2,5,1,1,511,Others
14492.0,66,7,1921.91,3,5,4,354,Big Spenders
14493.0,26,5,2746.91,4,4,5,445,Loyal Customers
14494.0,37,2,261.9,3,2,2,322,Others
14495.0,295,1,51.0,1,1,1,111,At Risk
14496.0,9,6,2129.42,5,4,4,544,Loyal Customers
14497.0,309,1,221.69,1,1,1,111,At Risk
14498.0,37,5,1953.95,3,4,4,344,Big Spenders
14499.0,10,4,1323.65,5,4,4,544,Loyal Customers
14505.0,40,11,6096.2,3,5,5,355,Big Spenders
14506.0,5,3,1278.5,5,3,4,534,Big Spenders
14507.0,14,5,1901.25,5,4,4,544,Loyal Customers
14508.0,12,3,598.52,5,3,3,533,Others
14509.0,170,1,110.95,2,1,1,211,At Risk
14510.0,11,3,1007.28,5,3,4,534,Big Spenders
14512.0,19,5,948.19,4,4,3,443,Loyal Customers
14513.0,72,3,332.42,2,3,2,232,Others
14514.0,72,6,3543.63,2,4,5,245,Big Spenders
14515.0,23,6,1647.17,4,4,4,444,Loyal Customers
14516.0,152,1,163.92,2,1,1,211,At Risk
14519.0,319,2,206.09,1,2,1,121,At Risk
14521.0,127,1,199.45000000000002,2,1,1,211,At Risk
14522.0,231,4,784.08,1,4,3,143,Others
14524.0,45,4,1066.03,3,4,4,344,Big Spenders
14525.0,64,8,3908.44,3,5,5,355,Big Spenders
14526.0,25,1,262.4,4,1,2,412,Others
14527.0,1,69,19283.48,5,5,5,555,Champions
14530.0,32,10,3271.4900000000002,4,5,5,455,Loyal Customers
14531.0,115,1,376.34,2,1,2,212,At Risk
14532.0,47,7,2926.33,3,5,5,355,Big Spenders
14533.0,43,4,1516.65,3,4,4,344,Big Spenders
14534.0,33,8,1824.06,4,5,4,454,Loyal Customers
14535.0,31,6,3166.54,4,4,5,445,Loyal Customers
14537.0,259,1,285.84000000000003,1,1,2,112,At Risk
14538.0,166,3,982.59,2,3,3,233,Others
14540.0,15,8,2799.08,5,5,5,555,Champions
14541.0,52,6,1038.03,3,4,4,344,Big Spenders
14543.0,16,23,11276.44,4,5,5,455,Loyal Customers
14544.0,106,1,957.98,2,1,3,213,At Risk
14545.0,310,1,349.25,1,1,2,112,At Risk
14546.0,12,6,2619.81,5,4,5,545,Loyal Customers
14548.0,120,7,1974.69,2,5,4,254,Big Spenders
14549.0,56,3,627.3100000000001,3,3,3,333,Others
14550.0,24,2,587.69,4,2,3,423,Others
14551.0,47,5,693.81,3,4,3,343,Others
14552.0,16,2,346.21,4,2,2,422,Others
14553.0,47,4,982.27,3,4,3,343,Others
14555.0,17,4,1991.49,4,4,4,444,Loyal Customers
14556.0,232,3,835.34,1,3,3,133,Others
14558.0,290,3,655.5,1,3,3,133,Others
14559.0,26,1,75.6,4,1,1,411,Others
14560.0,15,22,3876.2599999999998,5,5,5,555,Champions
14562.0,26,8,1654.63,4,5,4,454,Loyal Customers
14563.0,145,2,679.44,2,2,3,223,At Risk
14564.0,70,2,2605.62,3,2,5,325,Big Spenders
14565.0,109,1,760.1,2,1,3,213,At Risk
14566.0,53,3,2660.0,3,3,5,335,Big Spenders
14568.0,71,1,919.7,3,1,3,313,Others
14569.0,88,3,371.59,2,3,2,232,Others
14570.0,79,1,395.69,2,1,2,212,At Risk
14571.0,61,1,161.65,3,1,1,311,Others
14572.0,53,4,2782.34,3,4,5,345,Big Spenders
14573.0,8,5,968.0,5,4,3,543,Loyal Customers
14574.0,368,1,143.70000000000002,1,1,1,111,At Risk
14575.0,124,1,460.71,2,1,2,212,At Risk
14576.0,8,1,35.400000000000006,5,1,1,511,Others
14577.0,30,3,514.54,4,3,3,433,Others
14579.0,68,1,105.56,3,1,1,311,Others
14580.0,154,1,14.850000000000001,2,1,1,211,At Risk
14581.0,180,1,295.2,1,1,2,112,At Risk
14583.0,19,3,728.48,4,3,3,433,Others
14584.0,57,4,705.65,3,4,3,343,Others
14585.0,18,4,986.22,4,4,3,443,Loyal Customers
14588.0,214,1,135.39,1,1,1,111,At Risk
14589.0,7,1,39.75,5,1,1,511,Others
14590.0,60,20,3006.62,3,5,5,355,Big Spenders
14593.0,33,9,3094.02,4,5,5,455,Loyal Customers
14594.0,9,1,255.0,5,1,2,512,Others
14595.0,89,2,423.85,2,2,2,222,At Risk
